"County","Election District","Election Precinct","Cong","Legs","Candidate Name","Party","Office Name","Office District","Winner","Write-In?","Election Night Votes","Election Night Votes Against"
"01","004","004","06","01C","S. Rob Sobhani","UNF","U.S. Senator           ","","","","81",""
"01","004","004","06","01C","Lih Young","DEM","U.S. Senator           ","","","Y","0",""
"01","004","004","06","01C","Mary Podlesak","REP","U.S. Senator           ","","","Y","0",""
"01","004","004","06","01C","Brandy Baker","UNF","U.S. Senator           ","","","Y","0",""
"01","004","004","06","01C","Ed Tinus","UNF","U.S. Senator           ","","","Y","0",""
"01","004","004","06","01C","Other Write-Ins","BOT","U.S. Senator           ","","","Y","0",""
"01","004","004","06","01C","John Delaney","DEM","Rep in Congress","06","Y","","344",""
"01","004","004","06","01C","Roscoe G. Bartlett","REP","Rep in Congress","06","","","328",""
"01","004","004","06","01C","Nickolaus Mueller","LIB","Rep in Congress","06","","","22",""
"01","004","004","06","01C","Other Write-Ins","BOT","Rep in Congress","06","","Y","0",""
"01","004","004","06","01C","Lynne A. Battaglia","BOT","Judge Court of Appeals","03","Y","","465","62"
"01","004","004","06","01C","Stuart R. Berger","BOT","Judge Special Appeals At Large","","Y","","461","59"
"01","004","004","06","01C","Nicholas Todd Hadley","NON","Board of Education     ","","Y","","398",""
"01","004","004","06","01C","Edward L. Root","NON","Board of Education     ","","Y","","504",""
"01","004","004","06","01C","Other Write-Ins","NON","Board of Education     ","","","Y","5",""
"01","004","004","06","01C","David Caporale","NON","Council - City of Cumberland","CU","Y","","504",""
"01","004","004","06","01C","John Cline","NON","Council - City of Cumberland","CU","","","124",""
"01","004","004","06","01C","Nicole Wagoner","NON","Council - City of Cumberland","CU","Y","","446",""
"01","004","005","06","01C","Barack Obama","DEM","President - Vice Pres","","Y","","166",""
"01","004","005","06","01C","Mitt Romney","REP","President - Vice Pres","","","","220",""
"01","004","005","06","01C","Gary Johnson","LIB","President - Vice Pres","","","","5",""
"01","004","005","06","01C","Jill Stein","GRN","President - Vice Pres","","","","4",""
"01","004","005","06","01C","Tiffany Renee Briscoe","DEM","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Dennis Knill","DEM","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Matthew Lydick","REP","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Barbara A. Prokopich","REP","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Santa Claus","IND","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Richard Duncan","IND","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Bruce Mlynski","IND","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Kevin M. Thorne","IND","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","James Clymer","CON","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Virgil Goode","CON","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Ross C. Rocky Anderson","OTH","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Andre Barnett","OTH","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Roseanne Barr","OTH","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Will Christensen","OTH","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Stephen Durham","OTH","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Merlin Miller","OTH","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Leon Leo Ray","OTH","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Michael David Boyles","UNF","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Theodis (Ted) Brown, Sr.","UNF","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Paul Chehade","UNF","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","David M. Crosby","UNF","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Fred Donald Dickson, Jr.","UNF","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Robert William Dietz","UNF","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Dwight Kenneth French","UNF","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Darrell Hykes","UNF","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Nelson Keyton","UNF","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Dean Morstad","UNF","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Deonia Neveu","UNF","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Terrance James O'Hara","UNF","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Jill Reed","UNF","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Cecil James Roth","UNF","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Sheila Tittle","UNF","President - Vice Pres","","","Y","0",""
"01","004","005","06","01C","Other Write-Ins","BOT","President - Vice Pres","","","Y","2",""
"01","004","005","06","01C","Ben Cardin","DEM","U.S. Senator           ","","Y","","148",""
"01","004","005","06","01C","Daniel John Bongino","REP","U.S. Senator           ","","","","161",""
"01","004","005","06","01C","Dean Ahmad","LIB","U.S. Senator           ","","","","8",""
"01","004","005","06","01C","S. Rob Sobhani","UNF","U.S. Senator           ","","","","62",""
"01","004","005","06","01C","Lih Young","DEM","U.S. Senator           ","","","Y","0",""
"01","004","005","06","01C","Mary Podlesak","REP","U.S. Senator           ","","","Y","0",""
"01","004","005","06","01C","Brandy Baker","UNF","U.S. Senator           ","","","Y","0",""
"01","004","005","06","01C","Ed Tinus","UNF","U.S. Senator           ","","","Y","0",""
"01","004","005","06","01C","Other Write-Ins","BOT","U.S. Senator           ","","","Y","0",""
"01","004","005","06","01C","John Delaney","DEM","Rep in Congress","06","Y","","179",""
"01","004","005","06","01C","Roscoe G. Bartlett","REP","Rep in Congress","06","","","180",""
"01","004","005","06","01C","Nickolaus Mueller","LIB","Rep in Congress","06","","","20",""
"01","004","005","06","01C","Other Write-Ins","BOT","Rep in Congress","06","","Y","0",""
"01","004","005","06","01C","Lynne A. Battaglia","BOT","Judge Court of Appeals","03","Y","","282","49"
"01","004","005","06","01C","Stuart R. Berger","BOT","Judge Special Appeals At Large","","Y","","274","49"
"01","004","005","06","01C","Nicholas Todd Hadley","NON","Board of Education     ","","Y","","235",""
"01","004","005","06","01C","Edward L. Root","NON","Board of Education     ","","Y","","263",""
"01","004","005","06","01C","Other Write-Ins","NON","Board of Education     ","","","Y","1",""
"01","004","005","06","01C","David Caporale","NON","Council - City of Cumberland","CU","Y","","281",""
"01","004","005","06","01C","John Cline","NON","Council - City of Cumberland","CU","","","91",""
"01","004","005","06","01C","Nicole Wagoner","NON","Council - City of Cumberland","CU","Y","","221",""
"01","004","008","06","01C","Barack Obama","DEM","President - Vice Pres","","Y","","267",""
"01","004","008","06","01C","Mitt Romney","REP","President - Vice Pres","","","","371",""
"01","004","008","06","01C","Gary Johnson","LIB","President - Vice Pres","","","","18",""
"01","004","008","06","01C","Jill Stein","GRN","President - Vice Pres","","","","9",""
"01","004","008","06","01C","Tiffany Renee Briscoe","DEM","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Dennis Knill","DEM","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Matthew Lydick","REP","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Barbara A. Prokopich","REP","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Santa Claus","IND","President - Vice Pres","","","Y","1",""
"01","004","008","06","01C","Richard Duncan","IND","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Bruce Mlynski","IND","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Kevin M. Thorne","IND","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","James Clymer","CON","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Virgil Goode","CON","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Ross C. Rocky Anderson","OTH","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Andre Barnett","OTH","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Roseanne Barr","OTH","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Will Christensen","OTH","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Stephen Durham","OTH","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Merlin Miller","OTH","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Leon Leo Ray","OTH","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Michael David Boyles","UNF","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Theodis (Ted) Brown, Sr.","UNF","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Paul Chehade","UNF","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","David M. Crosby","UNF","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Fred Donald Dickson, Jr.","UNF","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Robert William Dietz","UNF","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Dwight Kenneth French","UNF","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Darrell Hykes","UNF","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Nelson Keyton","UNF","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Dean Morstad","UNF","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Deonia Neveu","UNF","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Terrance James O'Hara","UNF","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Jill Reed","UNF","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Cecil James Roth","UNF","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Sheila Tittle","UNF","President - Vice Pres","","","Y","0",""
"01","004","008","06","01C","Other Write-Ins","BOT","President - Vice Pres","","","Y","2",""
"01","004","008","06","01C","Ben Cardin","DEM","U.S. Senator           ","","Y","","263",""
"01","004","008","06","01C","Daniel John Bongino","REP","U.S. Senator           ","","","","276",""
"01","004","008","06","01C","Dean Ahmad","LIB","U.S. Senator           ","","","","9",""
"01","004","008","06","01C","S. Rob Sobhani","UNF","U.S. Senator           ","","","","85",""
"01","004","008","06","01C","Lih Young","DEM","U.S. Senator           ","","","Y","0",""
"01","004","008","06","01C","Mary Podlesak","REP","U.S. Senator           ","","","Y","0",""
"01","004","008","06","01C","Brandy Baker","UNF","U.S. Senator           ","","","Y","0",""
"01","004","008","06","01C","Ed Tinus","UNF","U.S. Senator           ","","","Y","0",""
"01","004","008","06","01C","Other Write-Ins","BOT","U.S. Senator           ","","","Y","0",""
"01","004","008","06","01C","John Delaney","DEM","Rep in Congress","06","Y","","313",""
"01","004","008","06","01C","Roscoe G. Bartlett","REP","Rep in Congress","06","","","296",""
"01","004","008","06","01C","Nickolaus Mueller","LIB","Rep in Congress","06","","","31",""
"01","004","008","06","01C","Other Write-Ins","BOT","Rep in Congress","06","","Y","0",""
"01","004","008","06","01C","Lynne A. Battaglia","BOT","Judge Court of Appeals","03","Y","","447","71"
"01","004","008","06","01C","Stuart R. Berger","BOT","Judge Special Appeals At Large","","Y","","428","74"
"01","004","008","06","01C","Nicholas Todd Hadley","NON","Board of Education     ","","Y","","380",""
"01","004","008","06","01C","Edward L. Root","NON","Board of Education     ","","Y","","463",""
"01","004","008","06","01C","Other Write-Ins","NON","Board of Education     ","","","Y","7",""
"01","004","008","06","01C","David Caporale","NON","Council - City of Cumberland","CU","Y","","470",""
"01","004","008","06","01C","John Cline","NON","Council - City of Cumberland","CU","","","171",""
"01","004","008","06","01C","Nicole Wagoner","NON","Council - City of Cumberland","CU","Y","","366",""
"01","005","004","06","01C","Barack Obama","DEM","President - Vice Pres","","Y","","236",""
"01","005","004","06","01C","Mitt Romney","REP","President - Vice Pres","","","","303",""
"01","005","004","06","01C","Gary Johnson","LIB","President - Vice Pres","","","","11",""
"01","005","004","06","01C","Jill Stein","GRN","President - Vice Pres","","","","10",""
"01","005","004","06","01C","Tiffany Renee Briscoe","DEM","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Dennis Knill","DEM","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Matthew Lydick","REP","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Barbara A. Prokopich","REP","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Santa Claus","IND","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Richard Duncan","IND","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Bruce Mlynski","IND","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Kevin M. Thorne","IND","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","James Clymer","CON","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Virgil Goode","CON","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Ross C. Rocky Anderson","OTH","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Andre Barnett","OTH","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Roseanne Barr","OTH","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Will Christensen","OTH","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Stephen Durham","OTH","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Merlin Miller","OTH","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Leon Leo Ray","OTH","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Michael David Boyles","UNF","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Theodis (Ted) Brown, Sr.","UNF","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Paul Chehade","UNF","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","David M. Crosby","UNF","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Fred Donald Dickson, Jr.","UNF","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Robert William Dietz","UNF","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Dwight Kenneth French","UNF","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Darrell Hykes","UNF","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Nelson Keyton","UNF","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Dean Morstad","UNF","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Deonia Neveu","UNF","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Terrance James O'Hara","UNF","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Jill Reed","UNF","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Cecil James Roth","UNF","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Sheila Tittle","UNF","President - Vice Pres","","","Y","0",""
"01","005","004","06","01C","Other Write-Ins","BOT","President - Vice Pres","","","Y","5",""
"01","005","004","06","01C","Ben Cardin","DEM","U.S. Senator           ","","Y","","224",""
"01","005","004","06","01C","Daniel John Bongino","REP","U.S. Senator           ","","","","208",""
"01","005","004","06","01C","Dean Ahmad","LIB","U.S. Senator           ","","","","11",""
"01","005","004","06","01C","S. Rob Sobhani","UNF","U.S. Senator           ","","","","95",""
"01","005","004","06","01C","Lih Young","DEM","U.S. Senator           ","","","Y","0",""
"01","005","004","06","01C","Mary Podlesak","REP","U.S. Senator           ","","","Y","0",""
"01","005","004","06","01C","Brandy Baker","UNF","U.S. Senator           ","","","Y","0",""
"01","005","004","06","01C","Ed Tinus","UNF","U.S. Senator           ","","","Y","0",""
"01","005","004","06","01C","Other Write-Ins","BOT","U.S. Senator           ","","","Y","1",""
"01","005","004","06","01C","John Delaney","DEM","Rep in Congress","06","Y","","270",""
"01","005","004","06","01C","Roscoe G. Bartlett","REP","Rep in Congress","06","","","252",""
"01","005","004","06","01C","Nickolaus Mueller","LIB","Rep in Congress","06","","","25",""
"01","005","004","06","01C","Other Write-Ins","BOT","Rep in Congress","06","","Y","2",""
"01","005","004","06","01C","Lynne A. Battaglia","BOT","Judge Court of Appeals","03","Y","","373","50"
"01","005","004","06","01C","Stuart R. Berger","BOT","Judge Special Appeals At Large","","Y","","346","67"
"01","005","004","06","01C","Nicholas Todd Hadley","NON","Board of Education     ","","Y","","342",""
"01","005","004","06","01C","Edward L. Root","NON","Board of Education     ","","Y","","382",""
"01","005","004","06","01C","Other Write-Ins","NON","Board of Education     ","","","Y","4",""
"01","005","004","06","01C","David Caporale","NON","Council - City of Cumberland","CU","Y","","410",""
"01","005","004","06","01C","John Cline","NON","Council - City of Cumberland","CU","","","85",""
"01","005","004","06","01C","Nicole Wagoner","NON","Council - City of Cumberland","CU","Y","","323",""
"01","005","006","06","01B","Barack Obama","DEM","President - Vice Pres","","Y","","101",""
"01","005","006","06","01B","Mitt Romney","REP","President - Vice Pres","","","","202",""
"01","005","006","06","01B","Gary Johnson","LIB","President - Vice Pres","","","","4",""
"01","005","006","06","01B","Jill Stein","GRN","President - Vice Pres","","","","2",""
"01","005","006","06","01B","Tiffany Renee Briscoe","DEM","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Dennis Knill","DEM","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Matthew Lydick","REP","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Barbara A. Prokopich","REP","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Santa Claus","IND","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Richard Duncan","IND","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Bruce Mlynski","IND","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Kevin M. Thorne","IND","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","James Clymer","CON","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Virgil Goode","CON","President - Vice Pres","","","Y","1",""
"01","005","006","06","01B","Ross C. Rocky Anderson","OTH","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Andre Barnett","OTH","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Roseanne Barr","OTH","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Will Christensen","OTH","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Stephen Durham","OTH","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Merlin Miller","OTH","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Leon Leo Ray","OTH","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Michael David Boyles","UNF","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Theodis (Ted) Brown, Sr.","UNF","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Paul Chehade","UNF","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","David M. Crosby","UNF","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Fred Donald Dickson, Jr.","UNF","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Robert William Dietz","UNF","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Dwight Kenneth French","UNF","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Darrell Hykes","UNF","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Nelson Keyton","UNF","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Dean Morstad","UNF","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Deonia Neveu","UNF","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Terrance James O'Hara","UNF","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Jill Reed","UNF","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Cecil James Roth","UNF","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Sheila Tittle","UNF","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Other Write-Ins","BOT","President - Vice Pres","","","Y","0",""
"01","005","006","06","01B","Ben Cardin","DEM","U.S. Senator           ","","Y","","99",""
"01","005","006","06","01B","Daniel John Bongino","REP","U.S. Senator           ","","","","150",""
"01","005","006","06","01B","Dean Ahmad","LIB","U.S. Senator           ","","","","4",""
"01","005","006","06","01B","S. Rob Sobhani","UNF","U.S. Senator           ","","","","35",""
"01","005","006","06","01B","Lih Young","DEM","U.S. Senator           ","","","Y","0",""
"01","005","006","06","01B","Mary Podlesak","REP","U.S. Senator           ","","","Y","0",""
"01","005","006","06","01B","Brandy Baker","UNF","U.S. Senator           ","","","Y","0",""
"01","005","006","06","01B","Ed Tinus","UNF","U.S. Senator           ","","","Y","0",""
"01","005","006","06","01B","Other Write-Ins","BOT","U.S. Senator           ","","","Y","0",""
"01","005","006","06","01B","John Delaney","DEM","Rep in Congress","06","Y","","126",""
"01","005","006","06","01B","Roscoe G. Bartlett","REP","Rep in Congress","06","","","159",""
"01","005","006","06","01B","Nickolaus Mueller","LIB","Rep in Congress","06","","","10",""
"01","005","006","06","01B","Other Write-Ins","BOT","Rep in Congress","06","","Y","0",""
"01","005","006","06","01B","Lynne A. Battaglia","BOT","Judge Court of Appeals","03","Y","","216","28"
"01","005","006","06","01B","Stuart R. Berger","BOT","Judge Special Appeals At Large","","Y","","205","40"
"01","005","006","06","01B","Nicholas Todd Hadley","NON","Board of Education     ","","Y","","172",""
"01","005","006","06","01B","Edward L. Root","NON","Board of Education     ","","Y","","203",""
"01","005","006","06","01B","Other Write-Ins","NON","Board of Education     ","","","Y","0",""
"01","006","001","06","01C","Barack Obama","DEM","President - Vice Pres","","Y","","284",""
"01","006","001","06","01C","Mitt Romney","REP","President - Vice Pres","","","","329",""
"01","006","001","06","01C","Gary Johnson","LIB","President - Vice Pres","","","","12",""
"01","006","001","06","01C","Jill Stein","GRN","President - Vice Pres","","","","7",""
"01","006","001","06","01C","Tiffany Renee Briscoe","DEM","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Dennis Knill","DEM","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Matthew Lydick","REP","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Barbara A. Prokopich","REP","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Santa Claus","IND","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Richard Duncan","IND","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Bruce Mlynski","IND","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Kevin M. Thorne","IND","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","James Clymer","CON","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Virgil Goode","CON","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Ross C. Rocky Anderson","OTH","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Andre Barnett","OTH","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Roseanne Barr","OTH","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Will Christensen","OTH","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Stephen Durham","OTH","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Merlin Miller","OTH","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Leon Leo Ray","OTH","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Michael David Boyles","UNF","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Theodis (Ted) Brown, Sr.","UNF","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Paul Chehade","UNF","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","David M. Crosby","UNF","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Fred Donald Dickson, Jr.","UNF","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Robert William Dietz","UNF","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Dwight Kenneth French","UNF","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Darrell Hykes","UNF","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Nelson Keyton","UNF","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Dean Morstad","UNF","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Deonia Neveu","UNF","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Terrance James O'Hara","UNF","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Jill Reed","UNF","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Cecil James Roth","UNF","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Sheila Tittle","UNF","President - Vice Pres","","","Y","0",""
"01","006","001","06","01C","Other Write-Ins","BOT","President - Vice Pres","","","Y","1",""
"01","006","001","06","01C","Ben Cardin","DEM","U.S. Senator           ","","Y","","279",""
"01","006","001","06","01C","Daniel John Bongino","REP","U.S. Senator           ","","","","253",""
"01","006","001","06","01C","Dean Ahmad","LIB","U.S. Senator           ","","","","10",""
"01","006","001","06","01C","S. Rob Sobhani","UNF","U.S. Senator           ","","","","76",""
"01","006","001","06","01C","Lih Young","DEM","U.S. Senator           ","","","Y","0",""
"01","006","001","06","01C","Mary Podlesak","REP","U.S. Senator           ","","","Y","0",""
"01","006","001","06","01C","Brandy Baker","UNF","U.S. Senator           ","","","Y","0",""
"01","006","001","06","01C","Ed Tinus","UNF","U.S. Senator           ","","","Y","0",""
"01","006","001","06","01C","Other Write-Ins","BOT","U.S. Senator           ","","","Y","0",""
"01","006","001","06","01C","John Delaney","DEM","Rep in Congress","06","Y","","318",""
"01","006","001","06","01C","Roscoe G. Bartlett","REP","Rep in Congress","06","","","293",""
"01","006","001","06","01C","Nickolaus Mueller","LIB","Rep in Congress","06","","","14",""
"01","006","001","06","01C","Other Write-Ins","BOT","Rep in Congress","06","","Y","0",""
"01","006","001","06","01C","Lynne A. Battaglia","BOT","Judge Court of Appeals","03","Y","","420","66"
"01","006","001","06","01C","Stuart R. Berger","BOT","Judge Special Appeals At Large","","Y","","402","75"
"01","006","001","06","01C","Nicholas Todd Hadley","NON","Board of Education     ","","Y","","374",""
"01","006","001","06","01C","Edward L. Root","NON","Board of Education     ","","Y","","397",""
"01","006","001","06","01C","Other Write-Ins","NON","Board of Education     ","","","Y","3",""
"01","006","001","06","01C","David Caporale","NON","Council - City of Cumberland","CU","Y","","463",""
"01","006","001","06","01C","John Cline","NON","Council - City of Cumberland","CU","","","139",""
"01","006","001","06","01C","Nicole Wagoner","NON","Council - City of Cumberland","CU","Y","","393",""
"01","006","003","06","01C","Barack Obama","DEM","President - Vice Pres","","Y","","164",""
"01","006","003","06","01C","Mitt Romney","REP","President - Vice Pres","","","","157",""
"01","006","003","06","01C","Gary Johnson","LIB","President - Vice Pres","","","","10",""
"01","006","003","06","01C","Jill Stein","GRN","President - Vice Pres","","","","3",""
"01","006","003","06","01C","Tiffany Renee Briscoe","DEM","President - Vice Pres","","","Y","0",""
"01","006","003","06","01C","Dennis Knill","DEM","President - Vice Pres","","","Y","0",""
"01","006","003","06","01C","Matthew Lydick","REP","President - Vice Pres","","","Y","0",""
"01","006","003","06","01C","Barbara A. Prokopich","REP","President - Vice Pres","","","Y","0",""
"01","006","003","06","01C","Santa Claus","IND","President - Vice Pres","","","Y","0",""
"01","006","003","06","01C","Richard Duncan","IND","President - Vice Pres","","","Y","0",""
"01","006","003","06","01C","Bruce Mlynski","IND","President - Vice Pres","","","Y","0",""
"01","006","003","06","01C","Kevin M. Thorne","IND","President - Vice Pres","","","Y","0",""
"01","006","003","06","01C","James Clymer","CON","President - Vice Pres","","","Y","0",""
"01","006","003","06","01C","Virgil Goode","CON","President - Vice Pres","","","Y","0",""
"01","006","003","06","01C","Ross C. Rocky Anderson","OTH","President - Vice Pres","","","Y","0",""
"01","006","003","06","01C","Andre Barnett","OTH","President - Vice Pres","","","Y","0",""
"01","006","003","06","01C","Roseanne Barr","OTH","President - Vice Pres","","","Y","0",""
"01","006","003","06","01C","Will Christensen","OTH","President - Vice Pres","","","Y","0",""
